name,website,root_domain,federal_state,profil,domain,mx_records,ips,asn,smtp_banner
Bürgermeisteramt Neuenstein,https://www.neuenstein.net/,neuenstein.net,Hessen,rathaus,neuenstein.net,['neuenstein-net.mail.protection.outlook.com'],"['2a01:111:f403:ca27::', '52.101.170.2', '2a01:111:f403:ca2d::1', '2a01:111:f403:ca2d::2', '2a01:111:f403:ca2d::', '52.101.170.0', '52.101.168.0', '52.101.170.1']","[{'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.170.2.', {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.170.1.']","['220 FR3PEPF00000484.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 20 Apr 2026 07:25:01 +0000 [08DE9CF9C2B6688D]\r\n']"
Rathaus Ehrenberg (Rhön),http://ehrenberg-rhoen.de/ansprechpartner,ehrenberg-rhoen.de,Hessen,rathaus,ehrenberg-rhoen.de,"['mail2.ulstertal.de', 'mail.ulstertal.de']","['217.91.82.38', '87.139.115.135']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTAG-STATIC01'}, {'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTAG-STATIC02'}]","['[WinError 10061] Es konnte keine Verbindung hergestellt werden, da der Zielcomputer die Verbindung verweigerte', '220 mail.ulstertal.de - mail2.ulstertal.de - mail3.ulstertal.de ready\r\n']"
Rathaus Rüdesheim am Rhein,https://www.stadt-ruedesheim.de/seite/411917/%C3%B6ffnungszeiten-der-stadtverwaltung.html,stadt-ruedesheim.de,Hessen,rathaus,stadt-ruedesheim.de,['stadtruedesheim-de01c.mail.protection.outlook.com'],"['52.101.68.29', '2a01:111:f403:ca09::6', '2a01:111:f403:ca09::b', '52.101.73.28', '2a01:111:f403:ca09::2', '52.101.68.8', '2a01:111:f403:ca04::a', '52.101.73.11']","['HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.68.29.', {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.73.28.', {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'MSFT'}]","['220 DU2PEPF0001E9C3.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 20 Apr 2026 07:25:06 +0000 [08DE9D4326EF0D90]\r\n']"
Außenstelle Gemeinde Wesertal,https://www.wahlsburg.de/,wahlsburg.de,Hessen,rathaus,wahlsburg.de,"['mx4skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx5skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n']"
Rathaus Wolfhagen,https://www.wolfhagen.de/de/,wolfhagen.de,Hessen,rathaus,wolfhagen.de,"['mx5skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx4skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n']"
Rathaus der Gemeinde Fischbachtal,https://www.fischbachtal.de,fischbachtal.de,Hessen,rathaus,fischbachtal.de,['seven.webcontact.de'],"['82.98.87.57', '2a02:2e0:3fc:52:0:62:57:39']","[{'asn': '12306', 'asn_org': 'PLUSLINE, DE', 'network': 'JONASPASCHE-FFM-003'}, {'asn': '12306', 'asn_org': 'PLUSLINE, DE', 'network': 'JONAS_PASCHE_16683'}]",['220 seven.webcontact.de ESMTP Postfix\r\n']
Rathaus,https://www.babenhausen.de/,babenhausen.de,Hessen,rathaus,babenhausen.de,"['mx3sgie.ekom21.de', 'mx5skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de', 'mx4skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n']"
Rathaus,https://www.bad-wildungen.de/,bad-wildungen.de,Hessen,rathaus,bad-wildungen.de,"['mx3skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx4skas.kgrz-ks.de', 'mx5skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Weilrod,https://www.weilrod.de/,weilrod.de,Hessen,rathaus,weilrod.de,['mx0.weilrod.de'],['80.237.138.5'],"[{'asn': '34011', 'asn_org': 'GD-EMEA-DC-CGN1, DE', 'network': 'DE-HE-CORE-NET'}]","['220 mx0.webpack.hosteurope.de ESMTP (mi016.mc1.hosteurope.de) (even more power) Mon, 20 Apr 2026 09:24:57 +0200\r\n']"
Rathaus Bad Zwesten,https://www.badzwesten.de/rathaus/,badzwesten.de,Hessen,rathaus,badzwesten.de,"['mx5skas.kgrz-ks.de', 'mx4skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx3skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Bad Endbach,https://bad-endbach.de/,bad-endbach.de,Hessen,rathaus,bad-endbach.de,['mail.bad-endbach.info'],['80.156.23.91'],"[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'GEMEINDE-BAD-ENDBACH-NET'}]",['220 mail.bad-endbach.info ESMTP Service ready\r\n']
Rathaus Haina,https://www.haina.de/,haina.de,Hessen,rathaus,haina.de,['haina-de.mail.protection.outlook.com'],"['52.101.73.15', '2a01:111:f403:ca04::7', '52.101.68.36', '52.101.73.1', '2a01:111:f403:ca09::5', '2a01:111:f403:ca04::10', '2a01:111:f403:ca09::d', '52.101.73.2']","['HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.73.15.', {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.68.36.', 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.73.1.', {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.73.2.']","['220 DB5PEPF00014B9C.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 20 Apr 2026 07:24:58 +0000 [08DE9D10AA31A960]\r\n']"
Gemeindeverwaltung Burgwald,http://www.gemeinde-burgwald.de/,gemeinde-burgwald.de,Hessen,rathaus,gemeinde-burgwald.de,['The DNS response does not contain an answer to the question: gemeinde-burgwald.de. IN MX'],['label empty or too long'],"[""'label empty or too long' does not appear to be an IPv4 or IPv6 address""]",['label empty or too long']
Rathaus,https://www.rathaus-willingen.de/,rathaus-willingen.de,Hessen,rathaus,rathaus-willingen.de,"['mx1.agenturserver.de', 'mx2.agenturserver.de']","['185.15.192.56', '185.15.192.57']","[{'asn': '15817', 'asn_org': 'MITTWALD-AS Mittwald CM Service GmbH und Co. KG, DE', 'network': 'MITTWALD-NET'}, {'asn': '15817', 'asn_org': 'MITTWALD-AS Mittwald CM Service GmbH und Co. KG, DE', 'network': 'MITTWALD-NET'}]","['220 mx1.agenturserver.de ESMTP Postfix\r\n', '220 mx2.agenturserver.de ESMTP Postfix\r\n']"
Rathaus / Bürgerhaus Gemeinde Allendorf (Eder),https://www.allendorf-eder.de/,allendorf-eder.de,Hessen,rathaus,allendorf-eder.de,['allendorfeder-de02c.mail.protection.outlook.com'],"['2a01:111:f403:ca04::5', '52.101.68.15', '52.101.68.5', '52.101.68.39', '52.101.68.16', '2a01:111:f403:ca09::d', '2a01:111:f403:ca09::e', '2a01:111:f403:ca09::3']","[{'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.68.15.', 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.68.5.', 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.68.39.', 'HTTP lookup failed for https://rdap.arin.net/registry/ip/52.101.68.16.', {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}, {'asn': '8075', 'asn_org': 'MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US', 'network': 'UK-MICROSOFT-20060601'}]","['220 AMS0EPF000001B5.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 20 Apr 2026 07:24:58 +0000 [08DE9D369F4A95E9]\r\n']"
Rathaus Hünfeld,https://huenfeld.de/,huenfeld.de,Hessen,rathaus,huenfeld.de,"['mx1.huenfeld.de', 'fmail.stadtwerke-huenfeld.de']",['212.218.87.33'],"[{'asn': '8319', 'asn_org': 'NETHINKS-AS NETHINKS GmbH, DE', 'network': 'CUSTOM-NET-STADT-HUENFELD'}]","['220 fmail.stadtwerke-huenfeld.de ESMTP Smtpd; Mon, 20 Apr 2026 09:24:58 +0200\r\n', '220 fmail.stadtwerke-huenfeld.de ESMTP Smtpd; Mon, 20 Apr 2026 09:24:58 +0200\r\n']"
Ortsverwaltung AKK,https://www.wiesbaden.de/vv/oe/01/10/141010100000002482.php,wiesbaden.de,Hessen,rathaus,wiesbaden.de,"['mx-in-10.hessen.de', 'mx-in-20.hessen.de']","['141.90.13.11', '141.90.13.12']","[{'asn': '29515', 'asn_org': 'HZD-AS Mainzer Str. 29, DE', 'network': 'HZD-NET'}, {'asn': '29515', 'asn_org': 'HZD-AS Mainzer Str. 29, DE', 'network': 'HZD-NET'}]","['220 hessen.de ESMTP HZD MTA\r\n', '220 hessen.de ESMTP HZD MTA\r\n']"
Gemeindeverwaltung Heidenrod,https://www.heidenrod.de/,heidenrod.de,Hessen,rathaus,heidenrod.de,"['mx23d.antispameurope.com', 'mx23c.antispameurope.com', 'mx23b.antispameurope.com', 'mx23a.antispameurope.com']","['94.100.132.100', '83.246.65.85', '83.246.65.100', '94.100.134.10']","[{'asn': '25394', 'asn_org': 'MK-NETZDIENSTE-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '12676', 'asn_org': 'NCORE-AS HKN GmbH, DE', 'network': 'ANTISPAMEUROPE-NET'}]","['220 mx-gate09-hz2.antispameurope.com antispameurope Mailsecurity\r\n', '220 mx-gate48-hz3.antispameurope.com antispameurope Mailsecurity\r\n', '220 mx-gate43-hz2.antispameurope.com antispameurope Mailsecurity\r\n', '220 mx-gate157-hz1.antispameurope.com antispameurope Mailsecurity\r\n']"
Rathaus Hochschulstadt Geisenheim,https://www.geisenheim.de/,geisenheim.de,Hessen,rathaus,geisenheim.de,"['mx4skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx3skas.kgrz-ks.de', 'mx5skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n']"
Rathaus,https://www.ruesselsheim.de/rathaus.html,ruesselsheim.de,Hessen,rathaus,ruesselsheim.de,"['mx3sgie.ekom21.de', 'mx3skas.kgrz-ks.de', 'mx5skas.kgrz-ks.de', 'mx4skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n']"
Stadtverwaltung,https://www.muenzenberg.de/,muenzenberg.de,Hessen,rathaus,muenzenberg.de,"['mx5skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx4skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n']"
Rathaus Rüsselsheim,https://www.ruesselsheim.de/,ruesselsheim.de,Hessen,rathaus,ruesselsheim.de,"['mx4skas.kgrz-ks.de', 'mx5skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de', 'mx3sgie.ekom21.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n']"
Rathaus Lollar,https://www.lollar.de,lollar.de,Hessen,rathaus,lollar.de,['mail.lollar.de'],['87.139.159.34'],"[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTAG-STATIC06'}]","['[WinError 10061] Es konnte keine Verbindung hergestellt werden, da der Zielcomputer die Verbindung verweigerte']"
Gemeindeverwaltung,https://www.gemeinde-weissenborn.de/,gemeinde-weissenborn.de,Hessen,rathaus,gemeinde-weissenborn.de,['mail.witzenhausen.de'],['185.199.217.32'],"[{'asn': '41955', 'asn_org': 'SERNET SerNet Service Network GmbH, Goettingen, DE', 'network': 'SERNET-GOE-NET-217-0'}]","['220 mail.witzenhausen.de ESMTP Mon, 20 Apr 2026 09:24:59 +0200\r\n']"
Gemeinde Helsa,https://www.gemeinde-helsa.de/,gemeinde-helsa.de,Hessen,rathaus,gemeinde-helsa.de,"['mx5skas.kgrz-ks.de', 'mx3sgie.ekom21.de', 'mx3skas.kgrz-ks.de', 'mx4skas.kgrz-ks.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n']"
Rathaus Gemeinde Habichtswald,https://www.habichtswald.de/,habichtswald.de,Hessen,rathaus,habichtswald.de,"['mx4skas.kgrz-ks.de', 'mx5skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de', 'mx3sgie.ekom21.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Edermünde,https://edermuende.de/,edermuende.de,Hessen,rathaus,edermuende.de,"['mx4skas.kgrz-ks.de', 'mx3skas.kgrz-ks.de', 'mx5skas.kgrz-ks.de', 'mx3sgie.ekom21.de']","['62.156.249.82', '80.69.201.83', '2a02:1010:c210:2d::2b', '80.69.201.82', '195.226.81.82']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'EKOM21-KASSEL-NET'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'DE-GOV-HE-KOM-EKOM21'}, {'asn': '20810', 'asn_org': 'NETCOM-KASSEL Netcom Kassel, DE', 'network': 'KGRZ-NCK'}, {'asn': '9197', 'asn_org': 'BECOMGMBH-AS Germany, D-35578 Wetzlar, DE', 'network': 'EKOM21-BECOM-1-NET'}]","['220 mx4skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx5skas.kgrz-ks.de ESMTP Postfix\r\n', '220 mx3sgie.ekom21.de ESMTP Postfix\r\n']"
